ISSN	Titulo	Estrato	
1809-8630	Abramet. Associação Brasileira de Medicina de Tráfego	C
0065-7727	Abstracts of Papers of The American Chemical Society	C
2526-6675	Abya-Yala: Revista Sobre Acesso À Justiça e Direitos Nas Américas	C
2595-3915	Acácia	C
1981-4763	Academia - Revista de Divulgação Científica em Ciências Jurídicas e Sociais	C
1676-3769	Academia (Academia de Ciências Sociais do Ceará)	C
2315-7747	Academia Journal of Biotechnology	C
2315-7704	Academia Journal of Educational Research	C
2315-778x	Academia Journal of Environmental Science	C
2315-7720	Academia Journal of Medicinal Plants	C
2315-7771	Academia Journal of Microbiology Research	C
2315-7712	Academia Journal of Scientific Research	C
2474-7521	Academic Journal of Pediatrics e Neonatology	C
0001-4265	Academy of General Dentistry	C
1519-7859	Ação Ergonômica	C
1541-115x	Accounting Department Management Report	C
1678-1899	Acdc em Ação (Online)	C
1697-4123	Ace (Barcelona. Internet)	C
1557-9441	Acm Journal of Computer Documentation (Online)	C
0097-8418	Acm Sigcse Bulletin	C
2574-0970	Acs Applied Nano Materials	C
1331-7768	Acs. Agriculturae Conspectus Scintificus (Tisak)	C
0139-3006	Acta Alimentaria: An International Journal of Food Science	C
1104-4446	Acta Americana (Uppsala)	C
2358-3363	Acta Biológica Catarinense	C
0301-2123	Acta Biológica Paranaense	C
2333-7931	Acta Biomaterialia Odontologica Scandinavica	C
0138-6824	Acta Botanica Cubana	C
0210-9506	Acta Botánica Malacitana	C
2236-2622	Acta Científica (Unasp. Online)	C
1600-5368	Acta Crystallographica. Section E	C
2605-2202	Acta de Las Jornadas Científicas de La Asociación Meteorológica Española	C
2182-3340	Acta Farmaceutica Portuguesa	C
2527-0257	Acta Ludica	C
2525-9350	Acta Mechanìca et Mobilitatem (Online)	C
0103-5037	Acta Médica (Porto Alegre)	C
1335-8421	Acta Medica Martiniana	C
0204-8809	Acta Microbiologica Bulgarica (Impresso)	C
2317-9597	Acta Msm	C
1809-8770	Acta Orl	C
2183-5985	Acta Portuguesa de Nutrição	C
2595-9867	Acta Psicossomática	C
2595-7651	Acta Scientiae Anatomica	C
1415-6814	Acta Scientiarum (Human and Social Sciences)	C
2581-4893	Acta Scientific Dental Sciences	C
2581-3226	Acta Scientific Microbiology	C
2581-5423	Acta Scientific Pharmaceutical Sciences	C
1221-5872	Acta Technica Napocensis. Series Applied Mathematics and Mechanics	C
2336-6052	Acta Universitatis Carolinae: Kinanthropologica	C
0239-6661	Acta Universitatis Wratislaviensis. Niemcoznawstwo	C
0065-1729	Acta Zoologica Lilloana	C
1392-1657	Acta Zoologica Lituanica (Spausdinta)	C
2357-8068	Actapesca	C
1688-9886	Actas Del ¿ Congreso Uruguayo de Educación Matemática	C
1808-3285	Actas Del Pidec	C
1678-488x	Actio (Faculdades Maringá)	C
0325-2590	Actualidad Psicológica	C
1414-7149	Adapec Arquivos	C
0104-8503	Adb (Brasília)	C
1179-318x	Adolescent Health, Medicine and Therapeutics (Online)	C
2042-4868	Advance Journal of Food Science and Technology	C
2366-7478	Advanced Biosystems	C
0896-422x	Advanced Coatings & Surface Technology	C
2234-991x	Advanced Engineering Forum	C
0976-3961	Advanced Materials Letters	C
2192-8576	Advanced Optical Technologies (Impresso)	C
2472-6400	Advanced Research in Gastroenterology & Hepatology	C
2379-1764	Advanced Techniques in Biology & Medicine	C
2513-0390	Advanced Theory and Simulations	C
2354-2152	Advancement in Medicinal Plant Research	C
2639-0531	Advancements in Case Studies	C
2169-0499	Advances in Aging Research	C
2518-3680	Advances in Analysis	C
2163-2839	Advances in Analytical Chemistry	C
2474-7637	Advances in Biotechnology & Microbiology	C
2466-0523	Advances in Computational Design (Online)	C
2573-2862	Advances in Cytology & Pathology	C
2472-6389	Advances in Dentistry & Oral Health	C
0974-3243	Advances in Differential Equations and Control Processes	C
2331-5075	Advances in Economics and Business (Online)	C
2331-1991	Advances in Entomology	C
2328-4854	Advances in Enzyme Research (Online)	C
2520-7105	Advances in Food Science and Engineering	C
2377-8350	Advances in Food Technology and Nutritional Sciences	C
2357-8181	Advances in Forestry Science	C
1179-9870	Advances in Genomics and Genetics	C
2164-2648	Advances in Infectious Diseases	C
2163-1387	Advances in Life Sciences	C
2374-068x	Advances in Materials and Processing Technologies	C
2424-7847	Advances in Modern Oncology Research (Print)	C
2169-0529	Advances in Nanoparticles	C
2332-0036	Advances in Pharmacology and Pharmacy	C
2373-6402	Advances in Plants & Agriculture Research	C
2572-6684	Advances in Plastic & Reconstructive Surgery	C
2475-7675	Advances in Recycling & Waste Management	C
2169-2688	Advances in Remote Sensing	C
2523-3106	Advances in Rheumatology	C
2168-9695	Advances in Robotics & Automation	C
2415-6698	Advances in Science, Technology and Engineering Systems Journal	C
2572-8490	Advances in Tissue Engineering and Regenerative Medicine: Open Access	C
2055-6594	Advertising & Marketing	C
2576-4500	Aeronautics and Aerospace Open Access Journal	C
1991-637x	African Journal of Agricultural Research	C
1684-5315	African Journal of Biotechnology	C
1993-8233	African Journal of Business Management	C
1996-0786	African Journal of Environmental Science and Technology	C
1996-0808	African Journal of Microbiology Research	C
1996-0816	African Journal of Pharmacy and Pharmacology	C
0189-6016	African Journal of Traditional, Complementary and Alternative Medicines	C
2237-8839	Africanias.Com	C
2002-7850	Ageing Science & Mental Health Studies	C
1296-9915	Agir	C
2182-9888	Agir - Revista Interdisciplinar de Ciências Sociais e Humanas	C
2447-8377	Ágor@ - Revista Acadêmica de Formação de Professores	C
1809-4589	Ágora (Uri. Cerro Grande)	C
1808-1150	Agrária (São Paulo. Online)	C
2357-9951	Agrarian Academy	C
0738-145x	Agricell Report	C
1887-9292	Agricultura Familiar En España	C
2026-6073	Agricultural Science Research Journal	C
2156-8561	Agricultural Sciences	C
2236-6830	Agriworld	C
2594-5866	Agro em Questão	C
2525-6920	Agroforestalis News	C
2526-7043	Agrometeoros	C
2359-1455	Agronomy Science and Biotechnology	C
0103-0779	Agropecuária Catarinense	C
1808-6845	Agropecuária Científica no Semi-Árido	C
0100-7467	Agropecuária Técnica (Ufpb)	C
0101-1758	Agropecuária Tropical	C
2182-4401	Agrotec	C
2525-8990	Agrotec - Revista Agropecuaria Tecnica (Online)	C
0103-3816	Agrotrópica (Itabuna)	C
2544-5677	Água Vai	C
2253-7325	Aica	C
2575-615x	Aims Allergy and Immunology	C
2574-0105	Aims Cell and Tissue Engineering	C
2473-6988	Aims Mathematics	C
2375-1576	Aims Medical Science (Online)	C
9780-7354	Aip Conference Proceedings	C
1369-8869	Aircraft Design	C
0002-2667	Aircraft Engineering	C
2445-4117	Aires	C
0717-4055	Alasbimn Journal	C
1808-5148	Alegrar (Campinas)	C
2447-8091	Alemur	C
0002-5151	Alergia (México)	C
0741-9937	Algebras, Groups and Geometries	C
2447-0716	Almanaque de Medicina Veterinária e Zootecnia	C
1677-9711	Almanaque de Psicanálise e Saúde Mental	C
2535-0889	Alpine Entomology	C
2595-3885	Alter	C
1519-1893	Alter (Rio de Janeiro)	C
2168-8451	Alternativas - Latin American Cultural Studies Journal	C
2007-5847	Alternativas Cubanas em Psicologia	C
2175-3849	Amagis Jurídica	C
2526-124x	Aman - Ti - Kyr	C
1981-2159	Amatra Xx	C
2594-5092	Amazonian Journal of Plant Research	C
1984-9915	Ambientale Revista de Pós-Graduação em Gestão Ambiental	C
2176-6703	Ambiente Hospitalar	C
1518-0360	Âmbito Jurídico	C
2520-0518	Ame Medical Journal	C
1982-1212	América (São Paulo)	C
2334-2331	American International Journal of Biology	C
2162-139x	American International Journal of Contemporary Research	C
2325-4165	American International Journal of Social Science	C
1557-4989	American Journal of Agricultural and Biological Sciences	C
2156-8251	American Journal of Analytical Chemistry	C
1554-3641	American Journal of Applied Sciences	C
2328-3955	American Journal of Biomedical Research	C
2167-9495	American Journal of Climate Change	C
2330-8125	American Journal of Clinical and Experimental Medicine (Impresso)	C
2349-7238	American Journal of Computer Science and Engineering Survey	C
2327-6150	American Journal of Educational Research	C
2327-6126	American Journal of Educational Research	C
1086-508x	American Journal of Electroneurodiagnostic Technology	C
2166-4633	American Journal of Environmental Engineering	C
1553-345x	American Journal of Environmental Sciences	C
2321-9114	American Journal of Essential Oils and Natural Products	C
2348-9502	American Journal of Ethnomedicine	C
1557-458x	American Journal of Food Technology	C
2330-8796	American Journal of Health Research	C
2317-126x	American Journal of Hydropower, Water and Environment Systems	C
1553-619x	American Journal of Immunology	C
2326-0769	American Journal of Linguistics	C
0148-7299	American Journal of Medical Genetics (Print)	C
2326-8867	American Journal of Modern Physics	C
2161-6620	American Journal of Molecular Biology	C
2161-6663	American Journal of Molecular Biology	C
2160-8407	American Journal of Nuclear Medicine and Molecular Imaging	C
2328-5753	American Journal of Nursing Science	C
1557-4970	American Journal of Pharmacology and Toxicology	C
2321-2748	American Journal of Phytomedicine and Clinical Therapeutics	C
2158-2750	American Journal of Plant Sciences	C
2330-8559	American Journal of Sports Science	C
2333-4606	American Journal of Sports Science and Medicine	C
2326-9006	American Journal of Theoretical and Applied Statistics	C
2379-2922	American Research Journal of Nursing	C
1818-6769	American-Eurasian Journal of Agricultural & Environmental Sciences	C
1980-4806	Ameríndia (Fortaleza. Online)	C
2359-1366	Ampliando - Revista Científica da Facerb	C
2398-9467	Amps Proceedings Series	C
1466-0822	Amyotrophic Lateral Sclerosis and Other Motor Neuron Disorders	C
1982-887x	Anais ... Simpósio Internacional de Educação e ... Fórum Nacional de Educação	C
2594-3618	Anais da Academia Cearense de Ciências	C
0104-4885	Anais da Academia Nacional de Medicina	C
0001-3838	Anais da Academia Nacional de Medicina	C
0365-0073	Anais da Associação Brasileira de Química	C
0100-1922	Anais da Biblioteca Nacional	C
2595-1734	Anais da Faculdade de Medicina de Olinda	C
2175-280x	Anais da Jornada Internacional de Políticas Públicas	C
2359-2249	Anais da Mostra de Extensão, Inovação e Pesquisa	C
1984-8781	Anais do ... Enanpur	C
2237-6836	Anais do Colóquio Brasileiro de Prosódia da Fala	C
2316-3089	Anais do Colóquio Sociedade, Políticas Públicas, Cultura e Desenvolvimento	C
2594-6307	Anais do Congresso Brasileiro de Sistemas Particulados	C
2317-0220	Anais do Congresso Nacional Universidade, Ead e Software Livre - Ueadsl2018.1	C
2594-6641	Anais do Encontro de Economia Política Internacional	C
2316-4948	Anais do Seminário Nacional de Educação, Diversidade Sexual e Direitos Humanos	C
2175-943x	Anais do Seminário Nacional de Literatura, História e Memória	C
2238-0795	Anais do Seminário Nacional Religião e Sociedade	C
1981-9153	Anais do Seta (Unicamp)	C
2316-8722	Anais do Simpósio Internacional de Educação a Distância, Encontro de Pesquisadores em Educação C
2594-469x	Anais do Simpósio Internacional de Estudos de Gêneros Textuais	C
2525-3913	Anais do V Cidil - Colóquio Internacional de Direito e Literatura	C
2236-3718	Anais do Vi Ciel - Ciclo de Estudos em Linguagem	C
1982-3657	Anais do Vi Colóquio Internacional de Educação e Contemporaneidade	C
1984-6355	Anais do X Congresso Internacional de Tecnologia na Educação	C
1808-8457	Anais do X Encontro de Pós-Graduação e Pesquisa da Universidade de Fortaleza	C
2178-8960	Anais do Xiv Entac - Encontro Nacional de Tecnologia do Ambiente Construído	C
2236-0719	Anais do Xxx Colóquio do Comitê Brasileiro de História da Arte	C
2594-357x	Anais Dos Seminários de Redução, Minério de Ferro e Aglomeração	C
2594-9292	Anais Eletrônicos do Encontro Internacional do Grupo de Estudos Multidisciplinares em Arquiteturas C
1850-1168	Anales Afa	C
1980-0711	Análises e Indicadores do Agronegócio	C
1667-3055	Analytica	C
2573-3729	Analytical and Bioanalytical Techniques (Online)	C
0921-8912	Analytical Cellular Pathology	C
2210-7177	Analytical Cellular Pathology	C
2161-0940	Anatomy & Physiology	C
2476-1400	Anatomy Physiology & Biochemistry International Journal	C
0209-1712	Anestezjologia Intensywna Terapia	C
2328-5842	Animal and Veterinary Sciences	C
2160-6056	Animal Frontiers: The Review Magazine of Animal Agriculture	C
2513-9304	Animal Husbandry, Dairy and Veterinary Science	C
2576-2095	Animal Models and Experimental Medicine	C
0972-2963	Animal Nutrition and Feed Technology	C
2183-265x	Animalia Vegetalia Mineralia	C
0083-6133	Annalen Des Naturhistorischen Museums in Wien	C
2108-6397	Annales de La Fondation Louis de Broglie	C
0003-4681	Annali Di Stomatologia	C
0976-1233	Annals of Biological Research	C
2572-2492	Annals of Clinical & Experimental Metabolism	C
0091-7370	Annals of Clinical and Laboratory Science	C
2475-9430	Annals of Clinical Cytology and Pathology	C
2373-9282	Annals of Clinical Pathology	C
2475-9465	Annals of Community Medicine and Practice	C
2639-9210	Annals of Dentistry and Oral Health	C
2616-2784	Annals of Esophagus	C
2518-6973	Annals of Laparoscopic and Endoscopic Surgery	C
2573-105x	Annals of Marine Biology and Research	C
2141-9248	Annals of Medical and Health Sciences Research	C
2476-2032	Annals of Neurodegenerative Disorders	C
2381-8891	Annals of Nutritional Disorders & Therapy	C
2379-948x	Annals of Otolaryngology and Rhinology	C
2378-9328	Annals of Public Health and Research	C
2305-5847	Annals of Translational Medicine	C
2305-5839	Annals of Translational Medicine	C
0003-4983	Annals of Tropical Medicine and Parasitology	C
2378-9379	Annals of Vaccines and Immunization	C
0197-016x	Annual Meeting of The American Association for Cancer Research. Proceedings	C
0084-7747	Annual Report of The Bean Improvement Cooperative	C
1464-0538	Annual Review of Critical Psychology	C
1746-739x	Annual Review of Critical Psychology (Online)	C
2076-3921	Antioxidants	C
1898-5203	Antiquitates Matematicae	C
2537-5547	Anuaral Roman de Pchanaliza Internationala	C
1679-7523	Anuário Abedi	C
1688-8774	Anuario de Arqueología (Departamento de Arqueología, Facultad de Humanidades y Ciencias C
0212-0364	Anuario de Derechos Humanos	C
2526-706x	Anuário de Publicações da Graduação	C
2525-300x	Anuário do Instituto de Natureza e Cultura	C
2346-3120	Anuario Iberoamericano de Derecho Internacional Penal (Online)	C
1807-9474	Anuário Internacional de Comunicação Lusófona	C
2525-3328	Anuário Lukács	C
2469-0422	Anuario Tarea	C
2525-913x	Anuário Unbral Das Fronteiras Brasileiras	C
2448-1211	Ao Largo	C
1518-3610	Ao Pé da Letra (Ufpe. Impresso)	C
1984-7408	Ao Pé da Letra (Ufpe. Online)	C
2179-9555	Aparte	C
0843-6061	Apeiron (Montreal)	C
0219-0494	Aplar Journal of Rheumatology	C
2514-1694	Application and Theory of Computer Technology (Online)	C
1808-5512	Applied Cancer Research (Impresso)	C
1559-6915	Applied Computing Review	C
1314-7552	Applied Mathematical Sciences (Online)	C
1312-885x	Applied Mathematical Sciences (Ruse)	C
2152-7385	Applied Mathematics	C
2444-8656	Applied Mathematics and Nonlinear Sciences	C
1660-9336	Applied Mechanics and Materials	C
2359-4721	Applied Research in Toxicology	C
2190-5495	Applied Water Science	C
2576-9162	Approaches in Poultry, Dairy & Veterinary Sciences	C
2179-6106	Appunti Leopardiani	C
2238-3905	Aprendizagem Significativa em Revista	C
0365-5873	Aqeic. Asociación Química Española de La Industria Del Cuero	C
2378-3184	Aquaculture & Marine Biology	C
2525-3379	Aquaculture Brasil	C
2168-9148	Aquatic Science and Technology	C
2317-6474	Aquila	C
1414-8846	Aquila (Rio de Janeiro)	C
1808-5733	Aquinate (Niterói)	C
1578-0007	Ar@Cne (Barcelona)	C
1658-6786	Arab Journal of Forensic Sciences & Forensic Medicine	C
2458-5920	Arabian Journal of Medicinal and Aromatic Plants	C
1806-8774	Arbs. Annual Review of Biomedical Sciences (Online)	C
2455-9806	Arc Journal of Clinical Case Reports	C
2456-0030	Arc Journal of Dental Science	C
2456-057x	Arc Journal of Neuroscience	C
1899-0142	Architecture ¿ Civil Engineering ¿ Environment - Acee	C
0985-2395	Archives	C
0003-9810	Archives Internationales D'histoire Des Sciences	C
2455-2283	Archives of Clinical Gastroenterology	C
1989-8436	Archives of Clinical Microbiology	C
2454-7077	Archives of Current Research International	C
2476-2016	Archives of Emergency Medicine and Critical Care	C
2595-2544	Archives of Head and Neck Surgery	C
2638-5120	Archives of Ophthalmology and Optometry	C
2455-5495	Archives of Renal Diseases and Management	C
2639-1791	Archives of Reproductive Medicine and Sexual Health	C
2578-6334	Archives of Sports Medicine	C
1552-8081	Archpaper	C
1807-8397	Argumentum Revista Científica	C
1853-9904	Argus-A Artes & Humanidades	C
0873-593x	Arkeos Perspectivas em Diálogo	C
1518-2495	Arqueiro (Rio de Janeiro)	C
0871-2735	Arqueologia & História	C
2578-0239	Arquives of Blood Transfusion & Disorders	C
1808-2998	Arquivo Brasileiro de Odontologia (Arq. Bras. Odontol.)	C
2178-0595	Arquivo Brasileiro de Odontologia (On Line)	C
2447-4177	Arquivo em Cartaz	C
2446-9262	Arquivos Brasileiros de Alimentação	C
0004-2730	Arquivos Brasileiros de Endocrinologia e Metabologia (Impresso)	C
0365-074x	Arquivos Brasileiros de Medicina Naval	C
0103-5355	Arquivos Brasileiros de Neurocirurgia	C
2526-5393	Arquivos de Asma, Alergia e Imunologia	C
1982-114x	Arquivos de Ciências da Saúde da Unipar	C
1415-076x	Arquivos de Ciências da Saúde da Unipar (Impresso)	C
